Hash,Message,Hashes of parents,Is a merge commit?,List of modified files
3b93e04b4df021a6ec77645ddf37c514f74b2229,Fix system prompt,['e7e9c2de9475ea16887d0407c2d13ab5b4d58966'],False,['browser_use/agent/system_prompt.md']
ba12148b19325fdcb02c99f489f7c421c51fb6df,"refactor: consolidate PLACEHOLDER_4PX_SCREENSHOT constant

- Move 4px placeholder screenshot constant to browser_use.browser.views
- Update all references to use the single definition
- Fix all lint errors and formatting issues

Co-authored-by: Nick Sweeting <pirate@users.noreply.github.com>",['fba94602febecab17864e406380d8a08df34c4bb'],False,"['browser_use/agent/gif.py', 'browser_use/browser/session.py', 'browser_use/browser/views.py', 'tests/ci/test_gif_filtering.py']"
8a4dc23827107f728d7ca2b2767b73937652bc08,"fix: use is_new_tab_page() instead of manual about:blank check

- Replace manual page.url == ''about:blank'' check with is_new_tab_page() function
- This ensures consistent handling of all new tab page variations (about:blank, chrome://new-tab-page, etc.)
- Improves maintainability by centralizing new tab page detection logic

Co-authored-by: Nick Sweeting <pirate@users.noreply.github.com>",['ba12148b19325fdcb02c99f489f7c421c51fb6df'],False,['browser_use/browser/session.py']
07451552b2c6be2c83901a3fbe5d9476f1c95e01,Fix prompts - use correct action names,['3b93e04b4df021a6ec77645ddf37c514f74b2229'],False,"['browser_use/agent/system_prompt.md', 'browser_use/agent/system_prompt_flash.md', 'browser_use/agent/system_prompt_no_thinking.md']"
9d99e64c2a95efb62df9de36900f298f08d837a3,"fix/multi-act (#2516)

Auto-generated PR for branch: fix/multi-act
    
<!-- This is an auto-generated description by cubic. -->
---

## Summary by cubic
Updated the system prompt to encourage combining related actions in one
step for better efficiency when multiple actions are allowed.

- **Prompt Improvements**
- Added clear guidelines and examples for efficient multi-action
combinations.
 - Explained when to use single actions versus grouped actions.

<!-- End of auto-generated description by cubic. -->","['eae2296f49668bad9701adbec5e969b49fe67da9', '07451552b2c6be2c83901a3fbe5d9476f1c95e01']",True,[]
f90988ed55453c7daaf12c2cd4f2ad117ae3a45e,fix lint error,['f236127e59de5093a09c4e03d4b0d8126ae10dad'],False,['tests/ci/test_aria_menu_dropdown.py']
fd3d04537a6fdedd00a993fb5bacd9170ad06792,fix,['eb833d34d90eb6997f338a298fef9528ae2db12c'],False,"['browser_use/agent/prompts.py', 'browser_use/controller/service.py']"
a3c4c77a4c7747bcc8426b54460a0d9740f82e69,"Add runtime type check for llm in Agent init (#2490)

Added a type check to ensure the llm argument is an instance of
BaseChatModel in Agent's constructor, raising a ValueError otherwise.
Also marked BaseChatModel as @runtime_checkable to support isinstance
checks.

Resolves #2345
    
<!-- This is an auto-generated description by cubic. -->
---

## Summary by cubic
Added a runtime type check to ensure the llm argument in Agent is an
instance of BaseChatModel, raising a ValueError if not.

- **Bug Fixes**
- Marked BaseChatModel as @runtime_checkable to support isinstance
checks.

<!-- End of auto-generated description by cubic. -->","['e6b32e55a0f6731f70b575ec4f77853f030b0916', '75cbb6b0f49da449f1101895ff4a95c6a7d7bd0a']",True,[]
ef553dfa3ac232d4167909f4d667df13cdabf511,fix: filter out about:blank placeholder screenshots from GIF generation (#2512),"['3f10430c786e7220abd1a60745b266ff28191823', '4f7d7a974545e640ebbb9287934b013b5fcfaa11']",True,[]
c73c87c9f41572e1c69fd1f7b3463e257e2dc959,fix gif tests,['ccac8a593488e6e36d690de4f5632bfad9506364'],False,"['browser_use/agent/gif.py', 'browser_use/agent/service.py', 'browser_use/browser/session.py', 'tests/ci/test_browser_session_output_paths.py']"
39dfa7f624cd113d78ce0381c5cfd859709dce6b,always raise a hard error when browser crashes instead of restarting it,['e1c5572c3ab6b43c9a0f0dcce0549c70e1e4cd51'],False,"['browser_use/browser/session.py', 'tests/ci/test_browser_session_crashed_page_recovery.py', 'tests/ci/test_browser_session_output_paths.py']"
b4c3cca7891ea43796d49eb2bd9e2967591ed68d,fix merge conflict error,['2e768bdc7ca010d41d4ffe2717fa33d557d52a3a'],False,['browser_use/agent/gif.py']
892d8e255b0c3e62acb215a322a958d34922dcaa,fix more,['9a57780161834eea5e3145175b38f7059ef06b01'],False,"['docs/api-reference/search-url.mdx', 'docs/api-reference/simple-search.mdx', 'docs/cloud/search.mdx']"
d3f718943de6349f98af8a8ebe224e0ff55a0228,"Fix Search API docs (#2546)


    
<!-- This is an auto-generated description by cubic. -->

## Summary by cubic
Cleaned up Search API documentation by removing duplicate examples and
outdated use case sections, and updated the quickstart title for
clarity.

<!-- End of auto-generated description by cubic. -->","['88680d5bdec9dc8529ecd708ddb07db92ce1236f', '9be8d19424f202716b9cf7f4ab910083ef6c41c4']",True,[]
54050248898223dcb26848f48a72b39af14e25a4,fix: handle non-string type fields in Gemini schema processing,['9a60851d2214db155214418209cf8ba3c75f146f'],False,"['browser_use/llm/google/chat.py', 'tests/ci/test_gemini_type_field_fix.py']"
42a176a3f2bef793334990f77f3932991d9ac44d,fix pre commit code quality checks,['54050248898223dcb26848f48a72b39af14e25a4'],False,['tests/ci/test_gemini_type_field_fix.py']
f691ea23e8d3bfec96b61fdf33751372f53f1a22,Merge branch 'main' into fix/gemini-dict-type-field-handling,"['42a176a3f2bef793334990f77f3932991d9ac44d', '6458bbb05e9e65c96d4269021603ce0b16857372']",True,[]
4195cdfb6eb51001e55e606675b5293d2d98a949,fix: By model cost compute,['6458bbb05e9e65c96d4269021603ce0b16857372'],False,"['browser_use/tokens/service.py', 'browser_use/tokens/tests/test_cost.py']"
b240e68ed4f921567dc949dce2314a4a05a0f614,"fix: By model cost compute (#2557)

## Summary by cubic
Fixed a bug where the cost per model was not computed correctly in usage
summaries.

**Bug Fixes**
 - Updated cost calculation to sum costs by model.
 - Improved tests to check that per-model and total costs match.

<!-- End of auto-generated description by cubic. -->","['6458bbb05e9e65c96d4269021603ce0b16857372', '4195cdfb6eb51001e55e606675b5293d2d98a949']",True,[]
2e15e2983531d99b57afe1ea332efee74b8d2b58,test fixes,['f259cfa5aafb158eb21ed2631e7f53c75781d910'],False,['browser_use/dom/service.py']
cedb0d9cd4084f8971ca8b11bd4919d2863e35b2,"fix: handle unexpected response types in ChatAnthropic

- Add type checking before accessing response.usage attribute
- Raise clear ModelProviderError when response is not a Message object
- Prevents AttributeError when API returns string errors instead of proper response
- Fixes issue #2559 where 502 errors caused ''str'' object has no attribute ''usage''

Co-authored-by: Nick Sweeting <pirate@users.noreply.github.com>",['582021e9e0c681f07c609ef11444c0dc2e8ceb91'],False,"['browser_use/llm/anthropic/chat.py', 'tests/ci/test_anthropic_502_error.py']"
6445a746aa8a4954c6818cc6183ce93aad89b07f,fix uvx browser-use examples to use cli optionals,['4aedce1ea57c253936e32afd9ae9774ec6ddd2ed'],False,"['README.md', 'browser_use/mcp/server.py', 'docs/cli.mdx', 'docs/customize/mcp-server.mdx', 'examples/mcp/advanced_server.py', 'examples/mcp/simple_server.py']"
650a956efb60123912752e515474a76d31c0d36e,fix retry handling for singletonLock case,['6445a746aa8a4954c6818cc6183ce93aad89b07f'],False,"['browser_use/browser/session.py', 'browser_use/mcp/__init__.py']"
08f30544fd9cd9cdf9df198c31036bacc4788696,fix screenshot test,['3652ad27598c8f179217ebbea155a1e42b4f0fa5'],False,['tests/ci/test_browser_session_screenshots.py']
836ddcc71b51403e4b5ddce115f505a0fcb2c129,fix redundant gif none screenshot check,['08f30544fd9cd9cdf9df198c31036bacc4788696'],False,['browser_use/agent/gif.py']
bb0f2ee560403ffddef29feda3a436d2d195a397,fix missing self arg,['836ddcc71b51403e4b5ddce115f505a0fcb2c129'],False,['tests/ci/test_browser_session_start.py']
a9685bc1022fff898084436c5fc7ac23961cbee2,"fix: fix lint errors in test_anthropic_502_error.py

- Add BaseMessage import and type messages lists properly
- Use monkeypatch fixture for proper mocking instead of direct assignment
- Fix formatting issues (quotes, spacing) per ruff/ruff-format rules

Co-authored-by: Nick Sweeting <pirate@users.noreply.github.com>",['cedb0d9cd4084f8971ca8b11bd4919d2863e35b2'],False,['tests/ci/test_anthropic_502_error.py']
7f075d8a463d7b2e4f1a7b94c28aece8ef3954a1,fix: handle unexpected response types in ChatAnthropic (#2564),"['3ea1ff04aba71736ff7c792c4edf35895e81031c', 'dc52961003dcf1b1d5c66b04963041d8f7aebd53']",True,[]
f5925b1080c76bc25ac6d2285b6cd5dc17e84ac1,fix browser-use extensions dir to use .config/browseruse like everything else and cache in actions,['16d18bbf03a1ef00057ebab03554de05ce71c8e7'],False,"['.github/workflows/test.yaml', 'browser_use/browser/profile.py', 'browser_use/config.py']"
5d9cf353ef3cdac9cc35b6ebc6278fc16e952b4d,fix browser-use extensions dir to use .config/browseruse like everyth… (#2566),"['16d18bbf03a1ef00057ebab03554de05ce71c8e7', 'f5925b1080c76bc25ac6d2285b6cd5dc17e84ac1']",True,[]
fd1339880af6eec7a97f20c904eebacff0352e1a,fix: Top element multi-check (#2462),"['fd537fc9f535b956883a065632ee17f7d58bee27', 'd51b6e73daff7165fdd3e44debd667e7f5f7fdc5']",True,[]
be555f4273d56b2fce6da61ff250acd1097cc4f1,fix linter errors,['907e82603e79ee61950eaaa800577cbab7cb432c'],False,['browser_use/agent/service.py']
5465163cd9ed9f513e4cbec71bef7b409118a6fe,"feat(mcp): add array type inference for MCP tool parameters

- Enhanced _json_schema_to_python_type to recursively handle array item types
- Arrays with ''items'' schema now properly return list[item_type] instead of plain list
- Supports nested types like list[str], list[float], and list[CustomModel]
- Added comprehensive test for array type inference in test_mcp_array_type_inference

This allows MCP tools with array parameters to have proper type hints and validation,
fixing issues where array parameters were losing their item type information.

Co-authored-by: Nick Sweeting <pirate@users.noreply.github.com>",['aa5f80f881bde7397f8c8ec68fef18f7199a9267'],False,"['browser_use/mcp/client.py', 'tests/ci/test_mcp_client.py']"
5e7dec6ca9709f31179d40c8b2c78a0b8e77532c,fix(mcp): properly handle nested objects in tool parameters (#2455),"['99e134f49bd68f190567e201677fe8138a71dee4', '5465163cd9ed9f513e4cbec71bef7b409118a6fe']",True,[]
af92619c7d9f7c7585ebf2b318d2bc86582a8081,fix imports and lint,['ef64212d28bee6e95a576ea3aa8915f776e9c056'],False,"['browser_use/agent/service.py', 'browser_use/browser/events.py', 'browser_use/browser/profile.py', 'browser_use/browser/remote.py', 'browser_use/browser/session.py', 'tests/ci/conftest.py', 'tests/ci/test_browser_session_start.py']"
83c5fa439303e6da6c4c46f88c3f1f0a5af333c2,fixes for small differences with old api,['9c3082974629f052bf4a8e8d5abbba1defdfad2d'],False,"['browser_use/browser/local.py', 'browser_use/browser/session.py', 'tests/ci/test_browser_session_loading_state.py', 'tests/ci/test_browser_session_start.py']"
0919ab6d494e9d1b2c24a0ddc8b43e48f01f529b,fixes,['183d6b28294777bc0b1b328c41acabd7d339b00c'],False,"['browser_use/browser/crash_watchdog.py', 'browser_use/browser/downloads_watchdog.py', 'browser_use/browser/session.py', 'tests/ci/test_browser_session_storage_state.py']"
cdf941b0e895737d34be5d8852473a3b61d530aa,lint and test fixes,['a0e2fac3caab48e049f40f221414d3dc648c6326'],False,"['browser_use/browser/downloads_watchdog.py', 'browser_use/browser/session.py', 'browser_use/browser/storage_state_watchdog.py', 'browser_use/controller/service.py']"
87e856d319948d3162a521a80b2b49abb2113e22,Merge branch 'main' into fix/gemini-dict-type-field-handling,"['f691ea23e8d3bfec96b61fdf33751372f53f1a22', '32b67efef088ee9ac3302eca3431073a638e1596']",True,[]
fd635c896c4692ca97b67590ee839c9941e45b73,fix step logging,['32b67efef088ee9ac3302eca3431073a638e1596'],False,['browser_use/agent/service.py']
fcae1702a9323643a6e9a5d3bde0bbc3dc95224c,fix tests,['ed965ac6c20bee3375c68ee0b8b42e87193dbee2'],False,['tests/ci/test_sync_agent_events.py']
9141d6347acc759740c3345d370f143db91c03d1,"Fix step number (#2585)

Fixes issue with step numbering in agent output
    
<!-- This is an auto-generated description by cubic. -->
---

## Summary by cubic
Fixed step numbering in agent output logs to match the actual step count
and prevent off-by-one errors.

<!-- End of auto-generated description by cubic. -->","['32b67efef088ee9ac3302eca3431073a638e1596', 'fcae1702a9323643a6e9a5d3bde0bbc3dc95224c']",True,[]
97a75309e64b1ec8f62fb6721e73bc7b51b102f6,fix docs,['9bd00362238028836e91ff0de3053faded7d4ac9'],False,['docs/customize/hooks.mdx']
7aeb0eb9e8f76a08f0718a3b2f0cfe2016393cae,fixed dom service cache,['0aa3d542331297f50981ffb4aea9f163ffa69b1c'],False,"['browser_use/browser/session.py', 'browser_use/dom/service.py']"
cd0938bbdc266e0b2c5b4cf39020defb485f08c7,fixed unsafe css selector problems,['286b5ec801eb859224f90698ffaa95a606e840fa'],False,"['browser_use/browser/session.py', 'browser_use/dom/playground/extraction.py']"
60e5bf0e702191ca2228185ce210dbc7e2c20f11,Merge branch 'main' into fix/gemini-dict-type-field-handling,"['87e856d319948d3162a521a80b2b49abb2113e22', '90fa344b599d55c2984bd926161acfecbb681d8c']",True,[]
b83087fc52f1d99482706944492b95ed7fa2b027,"Fix Gemini schema processing for non-string type fields (#2551)

  ## Summary

Fixes a schema processing bug in the Gemini LLM provider that caused
`AttributeError: 'dict' object has no attribute 'upper'` when the `type`
field in JSON
  schemas contained non-string values.

  ## Problem

The issue occurred in `browser_use/llm/google/chat.py` in the
`_fix_gemini_schema()` method where the code assumed the `type` field
would always be a string before calling `.upper()` on it.
When Pydantic models generated schemas with complex type definitions
(dicts or other objects), Gemini would crash while OpenAI handled them
gracefully, creating inconsistent behavior between providers.

  ## Root Cause

  ```python
  # This would fail when obj.get('type', '') returned a dict
  obj.get('type', '').upper() == 'OBJECT'
```
  Solution

  Added type validation before calling .upper():
  
```python
  # Now safely checks if it's a string first
isinstance(obj.get('type', ''), str) and obj.get('type', '').upper() ==
'OBJECT'
```
  Changes Made

  - Fixed: Added isinstance(obj.get('type', ''), str) checks at two locations in _fix_gemini_schema()
  - Added: Comprehensive test suite in tests/ci/test_gemini_type_field_fix.py
  - Verified: Both Gemini and OpenAI providers now handle schemas consistently
  
  Fixes

  Closes #2470
    
<!-- This is an auto-generated description by cubic. -->
---

## Summary by cubic
Fixed a bug in Gemini schema processing that caused errors when the type field was not a string, making schema handling consistent with OpenAI.

- **Bug Fixes**
  - Added type checks before calling .upper() on type fields in Gemini schema logic.
  - Added tests to cover dict, None, and nested type field cases.

<!-- End of auto-generated description by cubic. -->","['90fa344b599d55c2984bd926161acfecbb681d8c', '60e5bf0e702191ca2228185ce210dbc7e2c20f11']",True,[]
fb14379559f2b1c25a748c504fc23f63f64bdcdc,"Add an else clause to always sleep unless HTTP 200 is received in CDP connection (#2595)

Addresses https://github.com/browser-use/browser-use/issues/2472
implementing the fix proposed in
https://github.com/browser-use/browser-use/issues/2472#issuecomment-3102248712","['02752f6a3e94c51b5001de74aba4e7214cfa9bce', '17fa1a2d7697071cb736cceb48a479f31874e46c']",True,[]
145dbf6e2b795a1188dce23738a1eceee0c27c04,fix type hints,['032f314a411a42e0d9ddccafec7e9115a2e19dc6'],False,"['browser_use/agent/service.py', 'browser_use/browser/aboutblank_watchdog.py', 'browser_use/browser/crash_watchdog.py', 'browser_use/browser/downloads_watchdog.py', 'browser_use/browser/events.py', 'browser_use/browser/navigation_watchdog.py', 'browser_use/browser/session.py', 'browser_use/browser/storage_state_watchdog.py', 'browser_use/browser/watchdog_base.py', 'pyproject.toml', 'tests/ci/test_aboutblank_watchdog.py', 'tests/ci/test_agent_multiprocessing.py', 'tests/ci/test_browser_session_screenshots.py', 'tests/ci/test_browser_session_start.py', 'tests/ci/test_browser_session_tab_management.py', 'tests/ci/test_crash_watchdog.py', 'tests/ci/test_downloads_watchdog.py', 'tests/ci/test_navigation_watchdog.py', 'tests/ci/test_sequential_agents_simple.py', 'tests/ci/test_storage_state_watchdog.py', 'tests/ci/test_watchdog.py']"
5a8e9b3bfacaa64b4a66fcbf9d55478f0ecd2f86,fix downloads watchdog and aboutblank watchdog,['d8ffff64916eef21425077d95f870e93c77f9cb4'],False,"['browser_use/browser/aboutblank_watchdog.py', 'browser_use/browser/crash_watchdog.py', 'browser_use/browser/downloads_watchdog.py', 'browser_use/browser/events.py', 'browser_use/browser/navigation_watchdog.py', 'browser_use/browser/session.py', 'browser_use/browser/storage_state_watchdog.py', 'tests/ci/conftest.py', 'tests/ci/test_aboutblank_watchdog.py', 'tests/ci/test_downloads_watchdog.py']"
6edbe712df43681e17f19307f8a0275403ea9b7e,patch session.py to emit FileDownloadEvent when click expects a download,['5a8e9b3bfacaa64b4a66fcbf9d55478f0ecd2f86'],False,['browser_use/browser/session.py']
cc2d9359d34d6d074c4686c02208d951e555793a,fix bubus issue,['6edbe712df43681e17f19307f8a0275403ea9b7e'],False,"['browser_use/browser/session.py', 'pyproject.toml', 'tests/ci/test_browser_session_storage_state.py', 'tests/ci/test_navigation_watchdog.py']"
6ddb62e09341bac99a66059106f0256d1bd3eb4c,more downloads watchdog and crash watchdog fixes,['b28ed93538a51e7bb21389b97359b086bed813d4'],False,"['browser_use/browser/downloads_watchdog.py', 'browser_use/browser/session.py', 'tests/ci/test_aboutblank_watchdog.py']"
f3be5eeeaa3e0f4ed4c9c16fde74cfdaef22b8b0,track owns_browser_session on the agent and fix event result hangs,['0512c42448cbe5b453bc80e84a4ee0a7fa67fe4a'],False,"['browser_use/agent/service.py', 'browser_use/browser/downloads_watchdog.py', 'browser_use/browser/navigation_watchdog.py', 'browser_use/browser/session.py']"
05cb92b126fa0c221dc78bfff0ec427362af8b99,fix tests,['f3be5eeeaa3e0f4ed4c9c16fde74cfdaef22b8b0'],False,['tests/ci/test_action_parameter_injection.py']
85153def49a29edf9ea6a4e95b92abd2d75d2d81,"Refactory and Bugfixes (#2525)

- Name functions much better
- Fix bug with page filtered actions
- Introduce context messages
- Read state included only when it's there
- default max_history_items to None to not break the cache","['3cf6811d54394a4a6017fdfeaf4a8c9794c7437d', '6a15ed4c4efa1814ac1e69302636531b909c05fe']",True,[]
e6e060d7b12a0426709007332d11f0e3c729a634,fix in,['98a44bbeaba4307c23b937b2865ad6535b7368d0'],False,"['browser_use/browser/dom_watchdog.py', 'browser_use/browser/session.py', 'browser_use/dom/service.py']"
8d5434392f40694383d90eef76363fd6081e24f8,fix missing page domain enable,['3e71e74bc7d1b26d3c41fcebce4678b2c20b3dba'],False,"['browser_use/browser/dom_watchdog.py', 'browser_use/browser/session.py', 'browser_use/dom/service.py']"
eedf0e7aa8d00b4ec9cf3cd94a9e69d3cd44f6a9,fix cross-origin iframe handling,['0088b3e0164427e8d99c5b743396a2cef6b06838'],False,"['browser_use/browser/aboutblank_watchdog.py', 'browser_use/browser/crash_watchdog.py', 'browser_use/browser/default_action_watchdog.py', 'browser_use/browser/dom_watchdog.py', 'browser_use/browser/events.py', 'browser_use/browser/local_browser_watchdog.py', 'browser_use/browser/session.py', 'browser_use/browser/storage_state_watchdog.py', 'browser_use/browser/watchdog_base.py', 'browser_use/dom/service.py', 'pyproject.toml']"
46b630ffd6e8883d9685e130a9bf50ca8f65309e,fixed some forward reference errors,['dc80ea32f0e9a17a0bb52c76de5cff1ec00c2a32'],False,"['browser_use/browser/events.py', 'browser_use/browser/session.py', 'examples/models/azure_openai.py']"
bc99294d0a021c64babb70a7fa6c8c971214f0e6,bump openai and fix new types for tool calling,['9871be3363081dd88402dd7244f1997132929c4f'],False,"['browser_use/llm/openai/serializer.py', 'pyproject.toml']"
073b6bdbce3a56e25672e72d3ae961bbfe57563b,hotfix,['a361262c6dfeb5b307823fb6a8bdb2d4a5d52833'],False,['browser_use/llm/google/serializer.py']
fd7eb226093499f6231b8d22853d45669f997e66,fix version,['073b6bdbce3a56e25672e72d3ae961bbfe57563b'],False,['pyproject.toml']
2cdb9e4fd5241d9bfcb8f6cebc3496320b22f32e,"Bump OpenAI and fix new types for tool calling (#2618)

Updates OpenAI dependency and fixes type compatibility issues with new
tool calling types.
    
<!-- This is an auto-generated description by cubic. -->
---

## Summary by cubic
Upgraded the OpenAI dependency to version 1.99.2 and updated serializer
code to support new tool calling types.

- **Dependencies**
  - Bumped OpenAI from 1.97.0 to 1.99.2.

- **Bug Fixes**
  - Fixed type compatibility for tool calling with updated OpenAI types.

<!-- End of auto-generated description by cubic. -->","['9871be3363081dd88402dd7244f1997132929c4f', 'fd7eb226093499f6231b8d22853d45669f997e66']",True,[]
64480ddbc8a09bb0c38801c1f21812c393536071,fix circular reference issues with Event node serializing,['46b630ffd6e8883d9685e130a9bf50ca8f65309e'],False,"['browser_use/agent/service.py', 'browser_use/browser/events.py']"
1d19cbd90f82570bcaffe87718e37270b200f56a,fix click return values,['64480ddbc8a09bb0c38801c1f21812c393536071'],False,"['browser_use/agent/service.py', 'browser_use/browser/default_action_watchdog.py', 'browser_use/browser/events.py']"
058b20d7e713d120dc58d4a1aff0f5950496ba74,fix click return values,['1d19cbd90f82570bcaffe87718e37270b200f56a'],False,"['browser_use/browser/default_action_watchdog.py', 'browser_use/controller/service.py', 'browser_use/controller/views.py', 'browser_use/dom/views.py']"
7f0490b359f35de72707bcf0366359a80bf4c83c,fixed pre-commit format,['b179292e33a1e942ae28a49f295639fbc5f1307c'],False,['browser_use/llm/openai/chat.py']
021aeab87dc1365e5807ad8cbf9c3cc5b82bea4c,fix init script setup,['b6e3601dd797db3bb3601dc526ff71bf674a36a8'],False,"['browser_use/browser/dom_watchdog.py', 'browser_use/browser/session.py', 'browser_use/dom/debug/highlights.py', 'browser_use/dom/service.py']"
d9ed2324c6d1ea139380222671882992f4c0743f,fix openai import,['df67d35ae8647b108211ed2b71b8e808918e2db0'],False,['browser_use/llm/openai/serializer.py']
d20033f26ccc2c493bbdd7bfbedd9ad11d4ae6f1,fix markdownify in iframes,['d9ed2324c6d1ea139380222671882992f4c0743f'],False,['browser_use/controller/service.py']
3f5e4345e55bcaf7c5ba9c6b1a3299f40b50d1fd,fix openai imports again,['d20033f26ccc2c493bbdd7bfbedd9ad11d4ae6f1'],False,"['browser_use/controller/service.py', 'browser_use/llm/openai/serializer.py']"
0e41a1177bf54d51a99590f767779e74bcc593f7,fix imports,['3f5e4345e55bcaf7c5ba9c6b1a3299f40b50d1fd'],False,"['browser_use/browser/crash_watchdog.py', 'browser_use/browser/session.py', 'browser_use/controller/service.py', 'pyproject.toml']"
d2268acf0d2d267cc61590b71d2f65ac9aa4c4f4,fixes for markdownify html and crash detection,['0e41a1177bf54d51a99590f767779e74bcc593f7'],False,"['browser_use/browser/crash_watchdog.py', 'browser_use/browser/session.py', 'browser_use/controller/service.py']"
db4c4e9b49a9a050625b5aa604010b5befe5e6e1,fix duplicate typed keystrokes,['5f7b189eba2dfb53ac6bc7f76d5d8d1ab3b66d93'],False,"['browser_use/agent/service.py', 'browser_use/browser/crash_watchdog.py', 'browser_use/browser/default_action_watchdog.py', 'browser_use/browser/dom_watchdog.py', 'browser_use/browser/downloads_watchdog.py', 'browser_use/browser/events.py', 'browser_use/browser/local_browser_watchdog.py', 'browser_use/browser/navigation_watchdog.py', 'browser_use/browser/screenshot_watchdog.py', 'browser_use/browser/session.py', 'browser_use/browser/storage_state_watchdog.py', 'browser_use/browser/watchdog_base.py', 'browser_use/controller/registry/service.py', 'browser_use/controller/registry/views.py', 'browser_use/controller/service.py', 'browser_use/dom/service.py', 'browser_use/dom/views.py', 'browser_use/mcp/client.py', 'browser_use/mcp/controller.py', 'browser_use/mcp/server.py', 'tests/ci/test_aboutblank_watchdog.py', 'tests/ci/test_downloads_watchdog.py', 'tests/ci/test_registry.py', 'tests/old/test_clicks.py']"
5c551272cb404ad9be41daef54d3fad251f42707,fix screenshots,['1e0da50a738935083be841de4b67f35271560832'],False,"['browser_use/agent/service.py', 'browser_use/browser/dom_watchdog.py', 'browser_use/browser/screenshot_watchdog.py', 'browser_use/browser/session.py', 'browser_use/browser/watchdog_base.py', 'browser_use/controller/service.py', 'browser_use/logging_config.py', 'tests/ci/evaluate_tasks.py', 'tests/ci/test_aboutblank_watchdog.py', 'tests/ci/test_action_parameter_injection.py', 'tests/ci/test_agent_multiprocessing.py', 'tests/ci/test_aria_menu_dropdown.py', 'tests/ci/test_browser_session_allowed_domains.py', 'tests/ci/test_browser_session_crashed_page_recovery.py', 'tests/ci/test_controller.py', 'tests/ci/test_sequential_agents_simple.py', 'tests/ci/test_storage_state_watchdog.py']"
737b1526844cd962fb503fe07148b00c2f1aa6b9,test fixes,['5c551272cb404ad9be41daef54d3fad251f42707'],False,"['browser_use/agent/cloud_events.py', 'tests/ci/test_browser_session_crashed_page_recovery.py']"
9348cbff57deee266d03745636d7e108ae18807c,debug time out llm calls,['3bb8fb0feea36a5ec587b35396a4eca538a99d93'],False,['browser_use/agent/service.py']
645742fb17c3efb3ab9f135d1ec61927f0ce9969,fix cdp logging,['5258f24a53996e014dcf387c6de8ffc42c5a0872'],False,"['browser_use/browser/session.py', 'browser_use/browser/storage_state_watchdog.py', 'browser_use/cli.py', 'browser_use/dom/debug/highlights.py', 'browser_use/logging_config.py']"
47d42c842c21098ed8b06e9fdf4d3beacc82cebe,fix tabs checking,['03ea20826d1ede038b388143294edd9930ad25ef'],False,['tests/ci/test_action_ClickElementEvent.py']
a389927f75c15c570f2b365f1f3bfd75beaaa5a4,fix initial tab detection and structure data extraction,['47d42c842c21098ed8b06e9fdf4d3beacc82cebe'],False,"['browser_use/controller/service.py', 'tests/ci/test_action_ClickElementEvent.py']"
3cf4e4ceb0c368600092cf8e9873c146db4edf2d,Merge commit 'a389927f75c15c570f2b365f1f3bfd75beaaa5a4' into local-remote-split-llm-debug,"['9348cbff57deee266d03745636d7e108ae18807c', 'a389927f75c15c570f2b365f1f3bfd75beaaa5a4']",True,[]
b36047676a7757887da88f7a4627723a6ef41346,Merge remote-tracking branch 'origin/local-remote-split-llm-debug' into local-remote-split,"['a389927f75c15c570f2b365f1f3bfd75beaaa5a4', '3cf4e4ceb0c368600092cf8e9873c146db4edf2d']",True,[]
13b29b1886d7a0df287748e20ed41cb891533f08,fixed extract structured output nodeId to backendNodeId,['b36047676a7757887da88f7a4627723a6ef41346'],False,"['browser_use/controller/service.py', 'examples/models/azure_openai.py']"
4bd9f2dd63d226416d010d264d868fc372c5cdce,"Hot fix/llm timeout (#2628)


    
<!-- This is an auto-generated description by cubic. -->

## Summary by cubic
Increased the default temperature to 0.2 and set frequency_penalty to
0.1 in the ChatOpenAI class to improve response quality and reduce
repetition.

<!-- End of auto-generated description by cubic. -->","['b03b90832562a40613226a1a1a57ef3a632a8f12', 'd197fbe7e4f9ff553f189d8634d1c9254b1bb94f']",True,[]
bc32e2efaff13072e0eac500f595b6a7d078d642,Merge branch 'main' into hot-fix/reasoning-models,"['e65492b3f07a04108ffa0171e3fb6c9fff7ed21c', 'c01f83d57c6bc31e96b2c29f9c0f95a545502f0a']",True,[]
6ecb06e78952fa67b0e07dae6b4e1fbcaa9fed82,"hot-fix/reasoning-models (#2631)

Auto-generated PR for branch: hot-fix/reasoning-models
    
<!-- This is an auto-generated description by cubic. -->
---

## Summary by cubic
Improved the check for reasoning models to use a case-insensitive
substring match, making model detection more reliable.

<!-- End of auto-generated description by cubic. -->","['c01f83d57c6bc31e96b2c29f9c0f95a545502f0a', 'bc32e2efaff13072e0eac500f595b6a7d078d642']",True,[]
fb927381dbd46c6370e95591630be1c9579ab3fd,"hot-fix/reasoning-models (#2631)

Auto-generated PR for branch: hot-fix/reasoning-models
    
<!-- This is an auto-generated description by cubic. -->
---

## Summary by cubic
Improved the check for reasoning models to use a case-insensitive
substring match, making model detection more reliable.

<!-- End of auto-generated description by cubic. -->",['5ecdfb83ba7e6f0b1b78187422237e9e229b7fe7'],False,['browser_use/llm/openai/chat.py']
